1 8.00000000000000016738048664103e-08	8.00000000000000016738048664103e-08
2 1.60000000000000003347609732821e-07	8.00000000000000016738048664103e-08
3 2.40000000000000031491194200928e-07	8.00000000000000016738048664103e-08
4 3.20000000000000006695219465641e-07	8.00000000000000016738048664103e-08
5 3.99999999999999981899244730355e-07	8.00000000000000016738048664103e-08
6 4.79999999999999957103269995068e-07	8.00000000000000016738048664103e-08
7 5.59999999999999932307295259781e-07	8.00000000000000016738048664103e-08
8 6.39999999999999907511320524495e-07	8.00000000000000016738048664103e-08
9 7.19999999999999882715345789208e-07	8.00000000000000016738048664103e-08
10 7.99999999999999857919371053921e-07	8.00000000000000016738048664103e-08
11 8.79999999999999833123396318635e-07	8.00000000000000016738048664103e-08
12 9.59999999999999914206539990136e-07	8.00000000000000016738048664103e-08
13 1.03999999999999999528968366164e-06	8.00000000000000016738048664103e-08
14 1.12000000000000007637282733314e-06	8.00000000000000016738048664103e-08
15 1.20000000000000015745597100464e-06	8.00000000000000016738048664103e-08
16 1.28000000000000023853911467614e-06	8.00000000000000016738048664103e-08
17 1.36000000000000031962225834764e-06	8.00000000000000016738048664103e-08
18 1.44000000000000040070540201914e-06	8.00000000000000016738048664103e-08
19 1.52000000000000048178854569064e-06	8.00000000000000016738048664103e-08
20 1.60000000000000056287168936214e-06	8.00000000000000016738048664103e-08
21 1.68000000000000064395483303364e-06	8.00000000000000016738048664103e-08
22 1.76000000000000072503797670515e-06	8.00000000000000016738048664103e-08
23 1.84000000000000080612112037665e-06	8.00000000000000016738048664103e-08
24 1.92000000000000067544602723457e-06	8.00000000000000016738048664103e-08
25 2.00000000000000075652917090607e-06	8.00000000000000016738048664103e-08
26 2.08000000000000083761231457757e-06	8.00000000000000016738048664103e-08
27 2.16000000000000091869545824907e-06	8.00000000000000016738048664103e-08
28 2.24000000000000099977860192058e-06	8.00000000000000016738048664103e-08
29 2.32000000000000108086174559208e-06	8.00000000000000016738048664103e-08
30 2.40000000000000116194488926358e-06	8.00000000000000016738048664103e-08
